,Age,SkinType,SkinConcerns,SkinTyone,Skin Brightening
2763,18-24,Normal,Blackheads,Light,"Lactic Acid,Glycolic Acid,Licorice"
2772,18-24,Combination,Blackheads,Porcelain,"Lactic Acid,Glycolic Acid,Licorice"
2775,35-44,Combination,Dullness,Light,"Lactic Acid,Glycolic Acid,Licorice"
2790,25-34,Dry,Sun damage,Light,"Lactic Acid,Glycolic Acid,Licorice"
2820,13-17,Combination,Dark circles,Fair,"Lactic Acid,Glycolic Acid,Licorice"
2904,18-24,Dry,Cellulite,Tan,"Lactic Acid,Glycolic Acid,Licorice"
2910,45-54,Normal,Acne,Fair,"Lactic Acid,Glycolic Acid,Licorice"
2916,35-44,Combination,Blackheads,Medium,"Lactic Acid,Glycolic Acid,Licorice"
2925,18-24,Combination,Dullness,Deep,"Lactic Acid,Glycolic Acid,Licorice"
2928,25-34,Combination,Uneven skin tones,Light,"Lactic Acid,Glycolic Acid,Licorice"
2940,13-17,Combination,Aging,Tan,"Lactic Acid,Glycolic Acid,Licorice"
2943,55-120,Combination,Sensitivity,Medium,"Lactic Acid,Glycolic Acid,Licorice"
2955,13-17,Normal,Acne,Dark,Tetrahexyldecyl Ascorbate
2957,35-44,Oily,Acne,Medium,Tetrahexyldecyl Ascorbate
2959,25-34,Combination,Acne,Light,Tetrahexyldecyl Ascorbate
2961,25-34,Combination,Aging,Light,Tetrahexyldecyl Ascorbate
2963,25-34,Combination,Dark circles,Light,Tetrahexyldecyl Ascorbate
2965,18-24,Dry,Acne,Light,Tetrahexyldecyl Ascorbate
2967,55-120,Combination,Blackheads,Fair,Tetrahexyldecyl Ascorbate
2969,18-24,Combination,Aging,Medium,Tetrahexyldecyl Ascorbate
2971,25-34,Combination,Acne,Fair,Tetrahexyldecyl Ascorbate
2973,18-24,Oily,Acne,Fair,Tetrahexyldecyl Ascorbate
2975,55-120,Combination,Dullness,Light,Tetrahexyldecyl Ascorbate
2977,18-24,Combination,Acne,Light,Tetrahexyldecyl Ascorbate
2979,25-34,Normal,Sun damage,Olive,Tetrahexyldecyl Ascorbate
2981,25-34,Dry,Sensitivity,Fair,Tetrahexyldecyl Ascorbate
2983,25-34,Combination,Dark circles,Fair,Tetrahexyldecyl Ascorbate
2985,25-34,Combination,Blackheads,Deep,Tetrahexyldecyl Ascorbate
2987,25-34,Normal,Aging,Fair,Tetrahexyldecyl Ascorbate
2993,25-34,Oily,Acne,Olive,Tetrahexyldecyl Ascorbate
2995,18-24,Oily,Acne,Dark,Tetrahexyldecyl Ascorbate
2999,18-24,Dry,Aging,Fair,Tetrahexyldecyl Ascorbate
3001,25-34,Combination,Acne,Tan,Tetrahexyldecyl Ascorbate
3003,25-34,Dry,Sun damage,Fair,Tetrahexyldecyl Ascorbate
3005,18-24,Normal,Sensitivity,Light,Tetrahexyldecyl Ascorbate
3009,18-24,Combination,Acne,Fair,Tetrahexyldecyl Ascorbate
3011,18-24,Dry,Dullness,Medium,Tetrahexyldecyl Ascorbate
3013,18-24,Combination,Dullness,Medium,Tetrahexyldecyl Ascorbate
3017,25-34,Dry,Aging,Fair,Tetrahexyldecyl Ascorbate
3019,18-24,Normal,Acne,Deep,Tetrahexyldecyl Ascorbate
3021,35-44,Oily,Aging,Light,Tetrahexyldecyl Ascorbate
3023,13-17,Combination,Acne,Porcelain,Tetrahexyldecyl Ascorbate
3025,25-34,Combination,Dark circles,Dark,Tetrahexyldecyl Ascorbate
3027,18-24,Dry,Sun damage,Fair,Tetrahexyldecyl Ascorbate
3029,25-34,Dry,Acne,Tan,Tetrahexyldecyl Ascorbate
3031,25-34,Dry,Sensitivity,Light,Tetrahexyldecyl Ascorbate
3033,35-44,Combination,Acne,Fair,Tetrahexyldecyl Ascorbate
3035,18-24,Dry,Acne,Fair,Tetrahexyldecyl Ascorbate
3039,18-24,Dry,Pores,Light,Tetrahexyldecyl Ascorbate
3041,25-34,Normal,Acne,Olive,Tetrahexyldecyl Ascorbate
3043,45-54,Combination,Aging,Light,Tetrahexyldecyl Ascorbate
3045,18-24,Dry,Aging,Light,Tetrahexyldecyl Ascorbate
3049,35-44,Dry,Acne,Light,Tetrahexyldecyl Ascorbate
3051,35-44,Combination,Sun damage,Medium,Tetrahexyldecyl Ascorbate
3053,55-120,Combination,Acne,Light,Tetrahexyldecyl Ascorbate
3055,18-24,Combination,Aging,Ebony,Tetrahexyldecyl Ascorbate
3057,25-34,Combination,Acne,Medium,Tetrahexyldecyl Ascorbate
3059,35-44,Combination,Sun damage,Light,Tetrahexyldecyl Ascorbate
3063,25-34,Oily,Aging,Medium,Tetrahexyldecyl Ascorbate
3065,25-34,Dry,Acne,Medium,Tetrahexyldecyl Ascorbate
3069,25-34,Oily,Acne,Light,Tetrahexyldecyl Ascorbate
3073,18-24,Oily,Sensitivity,Fair,Tetrahexyldecyl Ascorbate
3077,25-34,Oily,Uneven skin tones,Light,Tetrahexyldecyl Ascorbate
3081,25-34,Dry,Aging,Porcelain,Tetrahexyldecyl Ascorbate
3085,18-24,Combination,Blackheads,Light,Tetrahexyldecyl Ascorbate
3087,25-34,Combination,Sensitivity,Fair,Tetrahexyldecyl Ascorbate
3093,25-34,Combination,Acne,Olive,Tetrahexyldecyl Ascorbate
3095,18-24,Combination,Sensitivity,Light,Tetrahexyldecyl Ascorbate
3099,25-34,Combination,Aging,Tan,Tetrahexyldecyl Ascorbate
3103,18-24,Combination,Acne,Olive,Tetrahexyldecyl Ascorbate
3105,25-34,Dry,Acne,Light,Tetrahexyldecyl Ascorbate
3107,25-34,Normal,Cellulite,Medium,Tetrahexyldecyl Ascorbate
3109,18-24,Dry,Aging,Olive,Tetrahexyldecyl Ascorbate
3111,18-24,Combination,Dark circles,Deep,Tetrahexyldecyl Ascorbate
3115,35-44,Oily,Acne,Fair,Tetrahexyldecyl Ascorbate
3117,25-34,Oily,Acne,Porcelain,Tetrahexyldecyl Ascorbate
3121,18-24,Combination,Calluses,Ebony,Tetrahexyldecyl Ascorbate
3123,25-34,Oily,Acne,Fair,Tetrahexyldecyl Ascorbate
3129,55-120,Dry,Acne,Olive,Tetrahexyldecyl Ascorbate
3131,18-24,Oily,Acne,Medium,Tetrahexyldecyl Ascorbate
3135,18-24,Combination,Blackheads,Deep,Tetrahexyldecyl Ascorbate
3137,25-34,Normal,Acne,Fair,Tetrahexyldecyl Ascorbate
3139,13-17,Combination,Dark circles,Porcelain,Tetrahexyldecyl Ascorbate
3145,25-34,Combination,Acne,Porcelain,Tetrahexyldecyl Ascorbate
3151,25-34,Normal,Cellulite,Light,Tetrahexyldecyl Ascorbate
3153,18-24,Combination,Aging,Olive,Tetrahexyldecyl Ascorbate
3157,18-24,Oily,Blackheads,Medium,Tetrahexyldecyl Ascorbate
3159,35-44,Normal,Dark circles,Medium,Tetrahexyldecyl Ascorbate
3161,18-24,Normal,Aging,Fair,Tetrahexyldecyl Ascorbate
3163,35-44,Combination,Sensitivity,Light,Tetrahexyldecyl Ascorbate
3165,35-44,Dry,Dullness,Porcelain,Tetrahexyldecyl Ascorbate
3167,18-24,Combination,Acne,Medium,Tetrahexyldecyl Ascorbate
3169,35-44,Combination,Acne,Dark,Tetrahexyldecyl Ascorbate
3175,25-34,Combination,Dark circles,Medium,Tetrahexyldecyl Ascorbate
3177,18-24,Dry,Acne,Medium,Tetrahexyldecyl Ascorbate
3181,25-34,Dry,Aging,Light,Tetrahexyldecyl Ascorbate
3183,18-24,Combination,Blackheads,Porcelain,Tetrahexyldecyl Ascorbate
3189,18-24,Combination,Acne,Dark,Tetrahexyldecyl Ascorbate
3191,25-34,Combination,Acne,Deep,Tetrahexyldecyl Ascorbate
3193,35-44,Combination,Dark circles,Fair,Tetrahexyldecyl Ascorbate
3197,55-120,Combination,Aging,Light,Tetrahexyldecyl Ascorbate
3199,18-24,Combination,Aging,Fair,Tetrahexyldecyl Ascorbate
3201,25-34,Normal,Aging,Deep,Tetrahexyldecyl Ascorbate
3203,25-34,Dry,Cuticles,Light,Tetrahexyldecyl Ascorbate
3205,25-34,Normal,Acne,Dark,Tetrahexyldecyl Ascorbate
3209,55-120,Normal,Acne,Medium,Tetrahexyldecyl Ascorbate
3211,18-24,Dry,Redness,Fair,Tetrahexyldecyl Ascorbate
3221,18-24,Normal,Dark circles,Olive,Tetrahexyldecyl Ascorbate
3225,35-44,Combination,Aging,Fair,Tetrahexyldecyl Ascorbate
3229,13-17,Oily,Sensitivity,Dark,Tetrahexyldecyl Ascorbate
3231,18-24,Oily,Acne,Deep,Tetrahexyldecyl Ascorbate
3233,25-34,Dry,Redness,Light,Tetrahexyldecyl Ascorbate
3235,25-34,Normal,Dark circles,Light,Tetrahexyldecyl Ascorbate
3241,25-34,Dry,Aging,Tan,Tetrahexyldecyl Ascorbate
3243,25-34,Dry,Blackheads,Light,Tetrahexyldecyl Ascorbate
3245,18-24,Normal,Dullness,Deep,Tetrahexyldecyl Ascorbate
3249,18-24,Normal,Aging,Medium,Tetrahexyldecyl Ascorbate
3251,18-24,Combination,Aging,Light,Tetrahexyldecyl Ascorbate
3255,25-34,Oily,Acne,Medium,Tetrahexyldecyl Ascorbate
3259,25-34,Dry,Acne,Fair,Tetrahexyldecyl Ascorbate
3263,18-24,Combination,Acne,Deep,Tetrahexyldecyl Ascorbate
3269,25-34,Normal,Aging,Light,Tetrahexyldecyl Ascorbate
3271,25-34,Normal,Aging,Medium,Tetrahexyldecyl Ascorbate
3275,18-24,Dry,Dullness,Fair,Tetrahexyldecyl Ascorbate
3277,18-24,Combination,Blackheads,Dark,Tetrahexyldecyl Ascorbate
3279,45-54,Dry,Aging,Light,Tetrahexyldecyl Ascorbate
3281,13-17,Dry,Aging,Light,Tetrahexyldecyl Ascorbate
3293,13-17,Combination,Acne,Light,Tetrahexyldecyl Ascorbate
3295,55-120,Dry,Blackheads,Fair,Tetrahexyldecyl Ascorbate
3297,55-120,Dry,Aging,Light,Tetrahexyldecyl Ascorbate
3299,18-24,Normal,Redness,Light,Tetrahexyldecyl Ascorbate
3311,18-24,Dry,Sensitivity,Fair,Tetrahexyldecyl Ascorbate
3313,35-44,Combination,Blackheads,Light,Tetrahexyldecyl Ascorbate
3317,18-24,Combination,Dullness,Ebony,Tetrahexyldecyl Ascorbate
3323,18-24,Normal,Sun damage,Light,Tetrahexyldecyl Ascorbate
3327,25-34,Normal,Dullness,Fair,Tetrahexyldecyl Ascorbate
3329,35-44,Dry,Aging,Porcelain,Tetrahexyldecyl Ascorbate
3331,25-34,Oily,Aging,Light,Tetrahexyldecyl Ascorbate
3333,25-34,Dry,Dark circles,Tan,Tetrahexyldecyl Ascorbate
3337,25-34,Combination,Aging,Fair,Tetrahexyldecyl Ascorbate
3339,35-44,Dry,Acne,Medium,Tetrahexyldecyl Ascorbate
3341,25-34,Dry,Aging,Medium,Tetrahexyldecyl Ascorbate
3343,25-34,Normal,Blackheads,Light,Tetrahexyldecyl Ascorbate
3349,18-24,Dry,Sensitivity,Ebony,Tetrahexyldecyl Ascorbate
3351,18-24,Dry,Dark circles,Porcelain,Tetrahexyldecyl Ascorbate
3357,45-54,Combination,Acne,Fair,Tetrahexyldecyl Ascorbate
3361,55-120,Normal,Acne,Light,Tetrahexyldecyl Ascorbate
3365,25-34,Combination,Dark circles,Deep,Tetrahexyldecyl Ascorbate
3367,55-120,Combination,Pores,Fair,Tetrahexyldecyl Ascorbate
3373,18-24,Normal,Blackheads,Light,Tetrahexyldecyl Ascorbate
3383,35-44,Combination,Aging,Medium,Tetrahexyldecyl Ascorbate
3389,18-24,Dry,Redness,Medium,Tetrahexyldecyl Ascorbate
3391,18-24,Combination,Blackheads,Fair,Tetrahexyldecyl Ascorbate
3397,18-24,Normal,Blackheads,Medium,Tetrahexyldecyl Ascorbate
3407,18-24,Dry,Aging,Medium,Tetrahexyldecyl Ascorbate
3411,25-34,Oily,Acne,Tan,Tetrahexyldecyl Ascorbate
3415,35-44,Combination,Acne,Light,Tetrahexyldecyl Ascorbate
3417,18-24,Dry,Blackheads,Medium,Tetrahexyldecyl Ascorbate
3419,35-44,Dry,Aging,Light,Tetrahexyldecyl Ascorbate
3421,13-17,Oily,Acne,Porcelain,Tetrahexyldecyl Ascorbate
3423,25-34,Combination,Dullness,Medium,Tetrahexyldecyl Ascorbate
3427,18-24,Dry,Dullness,Porcelain,Tetrahexyldecyl Ascorbate
3429,13-17,Normal,Acne,Fair,Tetrahexyldecyl Ascorbate
3431,55-120,Oily,Acne,Olive,Tetrahexyldecyl Ascorbate
3433,55-120,Normal,Acne,Fair,Tetrahexyldecyl Ascorbate
3437,18-24,Oily,Acne,Light,Tetrahexyldecyl Ascorbate
3443,25-34,Dry,Redness,Fair,Tetrahexyldecyl Ascorbate
3445,25-34,Dry,Dark circles,Fair,Tetrahexyldecyl Ascorbate
3447,25-34,Dry,Blackheads,Medium,Tetrahexyldecyl Ascorbate
3451,35-44,Combination,Blackheads,Medium,Tetrahexyldecyl Ascorbate
3453,25-34,Dry,Dark circles,Olive,Tetrahexyldecyl Ascorbate
3459,25-34,Combination,Dark circles,Tan,Tetrahexyldecyl Ascorbate
3461,25-34,Combination,Aging,Medium,Tetrahexyldecyl Ascorbate
3465,18-24,Dry,Dullness,Olive,Tetrahexyldecyl Ascorbate
3477,25-34,Oily,Aging,Tan,Tetrahexyldecyl Ascorbate
3481,25-34,Combination,Aging,Olive,Tetrahexyldecyl Ascorbate
3483,18-24,Combination,Acne,Tan,Tetrahexyldecyl Ascorbate
3489,25-34,Combination,Redness,Fair,Tetrahexyldecyl Ascorbate
3497,25-34,Normal,Acne,Light,Tetrahexyldecyl Ascorbate
3499,13-17,Dry,Acne,Porcelain,Tetrahexyldecyl Ascorbate
3505,35-44,Combination,Acne,Medium,Tetrahexyldecyl Ascorbate
3509,25-34,Dry,Cellulite,Olive,Tetrahexyldecyl Ascorbate
3537,25-34,Dry,Blackheads,Fair,Tetrahexyldecyl Ascorbate
3543,18-24,Combination,Aging,Tan,Tetrahexyldecyl Ascorbate
3553,25-34,Combination,Pores,Porcelain,Tetrahexyldecyl Ascorbate
3559,18-24,Normal,Aging,Light,Tetrahexyldecyl Ascorbate
3563,25-34,Dry,Dullness,Fair,Tetrahexyldecyl Ascorbate
3569,25-34,Combination,Dullness,Light,Tetrahexyldecyl Ascorbate
3573,35-44,Combination,Aging,Olive,Tetrahexyldecyl Ascorbate
3583,18-24,Dry,Blackheads,Porcelain,Tetrahexyldecyl Ascorbate
3585,25-34,Oily,Acne,Dark,Tetrahexyldecyl Ascorbate
3589,13-17,Combination,Aging,Fair,Tetrahexyldecyl Ascorbate
3591,25-34,Normal,Dullness,Medium,Tetrahexyldecyl Ascorbate
3595,18-24,Dry,Sensitivity,Light,Tetrahexyldecyl Ascorbate
3601,25-34,Dry,Dullness,Tan,Tetrahexyldecyl Ascorbate
3611,25-34,Oily,Blackheads,Fair,Tetrahexyldecyl Ascorbate
3613,18-24,Normal,Dullness,Medium,Tetrahexyldecyl Ascorbate
3615,25-34,Combination,Cuticles,Light,Tetrahexyldecyl Ascorbate
3621,35-44,Combination,Acne,Tan,Tetrahexyldecyl Ascorbate
3627,25-34,Combination,Dullness,Fair,Tetrahexyldecyl Ascorbate
3639,18-24,Dry,Dark circles,Ebony,Tetrahexyldecyl Ascorbate
3643,25-34,Oily,Acne,Deep,Tetrahexyldecyl Ascorbate
3645,13-17,Dry,Acne,Fair,Tetrahexyldecyl Ascorbate
3647,25-34,Combination,Blackheads,Medium,Tetrahexyldecyl Ascorbate
3649,55-120,Dry,Acne,Porcelain,Tetrahexyldecyl Ascorbate
3655,45-54,Dry,Dullness,Fair,Tetrahexyldecyl Ascorbate
3659,25-34,Dry,Dullness,Light,Tetrahexyldecyl Ascorbate
3665,55-120,Normal,Redness,Light,Tetrahexyldecyl Ascorbate
3671,25-34,Dry,Acne,Olive,Tetrahexyldecyl Ascorbate
3675,18-24,Normal,Dullness,Fair,Tetrahexyldecyl Ascorbate
3677,55-120,Combination,Dark circles,Medium,Tetrahexyldecyl Ascorbate
3681,55-120,Combination,Acne,Tan,Tetrahexyldecyl Ascorbate
3689,25-34,Dry,Dullness,Medium,Tetrahexyldecyl Ascorbate
3691,18-24,Combination,Blackheads,Olive,Tetrahexyldecyl Ascorbate
3701,55-120,Dry,Acne,Fair,Tetrahexyldecyl Ascorbate
3709,25-34,Normal,Acne,Medium,Tetrahexyldecyl Ascorbate
3741,35-44,Combination,Sun damage,Deep,Tetrahexyldecyl Ascorbate
3745,25-34,Oily,Blackheads,Medium,Tetrahexyldecyl Ascorbate
3753,35-44,Dry,Aging,Medium,Tetrahexyldecyl Ascorbate
3779,55-120,Combination,Aging,Medium,Tetrahexyldecyl Ascorbate
3785,25-34,Combination,Stretch marks,Tan,Tetrahexyldecyl Ascorbate
3787,35-44,Dry,Aging,Fair,Tetrahexyldecyl Ascorbate
3795,18-24,Combination,Acne,Porcelain,Tetrahexyldecyl Ascorbate
3799,13-17,Dry,Aging,Olive,Tetrahexyldecyl Ascorbate
3803,25-34,Combination,Dullness,Dark,Tetrahexyldecyl Ascorbate
3811,13-17,Combination,Aging,Medium,Tetrahexyldecyl Ascorbate
3823,18-24,Dry,Dark circles,Fair,Tetrahexyldecyl Ascorbate
3827,25-34,Normal,Dark circles,Medium,Tetrahexyldecyl Ascorbate
3833,25-34,Dry,Sun damage,Medium,Tetrahexyldecyl Ascorbate
3835,25-34,Normal,Blackheads,Fair,Tetrahexyldecyl Ascorbate
3853,18-24,Combination,Dullness,Fair,Tetrahexyldecyl Ascorbate
3859,13-17,Dry,Aging,Fair,Tetrahexyldecyl Ascorbate
3863,25-34,Combination,Acne,Dark,Tetrahexyldecyl Ascorbate
3867,18-24,Normal,Cuticles,Fair,Tetrahexyldecyl Ascorbate
3883,55-120,Oily,Acne,Medium,Tetrahexyldecyl Ascorbate
3891,35-44,Combination,Blackheads,Fair,Tetrahexyldecyl Ascorbate
3901,25-34,Normal,Dullness,Olive,Tetrahexyldecyl Ascorbate
3907,25-34,Dry,Acne,Porcelain,Tetrahexyldecyl Ascorbate
3913,13-17,Combination,Acne,Medium,Tetrahexyldecyl Ascorbate
3921,18-24,Dry,Redness,Light,Tetrahexyldecyl Ascorbate
3923,25-34,Dry,Sun damage,Tan,Tetrahexyldecyl Ascorbate
3937,45-54,Combination,Acne,Olive,Tetrahexyldecyl Ascorbate
3939,25-34,Dry,Redness,Porcelain,Tetrahexyldecyl Ascorbate
3955,55-120,Combination,Acne,Deep,Tetrahexyldecyl Ascorbate
3963,45-54,Combination,Dark circles,Fair,Tetrahexyldecyl Ascorbate
3965,13-17,Dry,Blackheads,Medium,Tetrahexyldecyl Ascorbate
3967,18-24,Combination,Redness,Medium,Tetrahexyldecyl Ascorbate
3969,13-17,Combination,Dullness,Light,Tetrahexyldecyl Ascorbate
3973,35-44,Dry,Redness,Tan,Tetrahexyldecyl Ascorbate
3981,18-24,Dry,Dark circles,Medium,Tetrahexyldecyl Ascorbate
4009,25-34,Normal,Aging,Olive,Tetrahexyldecyl Ascorbate
4023,25-34,Combination,Sensitivity,Tan,Tetrahexyldecyl Ascorbate
4033,25-34,Normal,Redness,Tan,Tetrahexyldecyl Ascorbate
4045,35-44,Dry,Sun damage,Fair,Tetrahexyldecyl Ascorbate
4047,18-24,Dry,Acne,Deep,Tetrahexyldecyl Ascorbate
4051,25-34,Normal,Sun damage,Light,Tetrahexyldecyl Ascorbate
4055,35-44,Normal,Blackheads,Light,Tetrahexyldecyl Ascorbate
4059,25-34,Combination,Blackheads,Tan,Tetrahexyldecyl Ascorbate
4065,18-24,Combination,Aging,Porcelain,Tetrahexyldecyl Ascorbate
4073,45-54,Oily,Acne,Light,Tetrahexyldecyl Ascorbate
4081,25-34,Combination,Sensitivity,Olive,Tetrahexyldecyl Ascorbate
4083,45-54,Dry,Acne,Medium,Tetrahexyldecyl Ascorbate
4087,25-34,Dry,Dullness,Porcelain,Tetrahexyldecyl Ascorbate
4089,18-24,Normal,Blackheads,Fair,Tetrahexyldecyl Ascorbate
4091,25-34,Dry,Redness,Olive,Tetrahexyldecyl Ascorbate
4105,18-24,Dry,Acne,Tan,Tetrahexyldecyl Ascorbate
4107,18-24,Dry,Dullness,Light,Tetrahexyldecyl Ascorbate
4117,35-44,Combination,Dark circles,Light,Tetrahexyldecyl Ascorbate
4127,35-44,Oily,Acne,Light,Tetrahexyldecyl Ascorbate
4131,18-24,Dry,Sensitivity,Porcelain,Tetrahexyldecyl Ascorbate
4133,55-120,Dry,Acne,Tan,Tetrahexyldecyl Ascorbate
4141,18-24,Dry,Sensitivity,Medium,Tetrahexyldecyl Ascorbate
4153,35-44,Normal,Aging,Medium,Tetrahexyldecyl Ascorbate
4157,25-34,Dry,Aging,Dark,Tetrahexyldecyl Ascorbate
4159,18-24,Oily,Dark circles,Deep,Tetrahexyldecyl Ascorbate
4165,25-34,Combination,Blackheads,Light,Tetrahexyldecyl Ascorbate
4171,25-34,Combination,Dullness,Deep,Tetrahexyldecyl Ascorbate
4185,18-24,Oily,Blackheads,Olive,Tetrahexyldecyl Ascorbate
4189,18-24,Dry,Acne,Porcelain,Tetrahexyldecyl Ascorbate
4191,25-34,Oily,Dark circles,Dark,Tetrahexyldecyl Ascorbate
4193,35-44,Combination,Blackheads,Tan,Tetrahexyldecyl Ascorbate
4205,18-24,Oily,Acne,Porcelain,Tetrahexyldecyl Ascorbate
4217,25-34,Dry,Calluses,Olive,Tetrahexyldecyl Ascorbate
4223,13-17,Oily,Acne,Light,Tetrahexyldecyl Ascorbate
4251,55-120,Combination,Acne,Porcelain,Tetrahexyldecyl Ascorbate
4255,25-34,Combination,Stretch marks,Deep,Tetrahexyldecyl Ascorbate
4257,55-120,Combination,Acne,Medium,Tetrahexyldecyl Ascorbate
4263,35-44,Normal,Aging,Light,Tetrahexyldecyl Ascorbate
4275,45-54,Dry,Acne,Porcelain,Tetrahexyldecyl Ascorbate
4279,18-24,Combination,Dark circles,Medium,Tetrahexyldecyl Ascorbate
4281,25-34,Dry,Sun damage,Light,Tetrahexyldecyl Ascorbate
4293,35-44,Combination,Aging,Light,Tetrahexyldecyl Ascorbate
4301,35-44,Dry,Dark circles,Light,Tetrahexyldecyl Ascorbate
4303,35-44,Dry,Dullness,Medium,Tetrahexyldecyl Ascorbate
4311,25-34,Normal,Dark circles,Fair,Tetrahexyldecyl Ascorbate
4325,25-34,Normal,Acne,Deep,Tetrahexyldecyl Ascorbate
4339,18-24,Normal,Uneven skin tones,Tan,Tetrahexyldecyl Ascorbate
4347,18-24,Dry,Aging,Ebony,Tetrahexyldecyl Ascorbate
4353,25-34,Combination,Stretch marks,Fair,Tetrahexyldecyl Ascorbate
4355,18-24,Normal,Aging,Olive,Tetrahexyldecyl Ascorbate
4363,18-24,Combination,Dark circles,Light,Tetrahexyldecyl Ascorbate
4367,25-34,Dry,Dark circles,Medium,Tetrahexyldecyl Ascorbate
4373,13-17,Normal,Acne,Light,Tetrahexyldecyl Ascorbate
4395,25-34,Dry,Dark circles,Porcelain,Tetrahexyldecyl Ascorbate
4429,18-24,Combination,Dark circles,Porcelain,Tetrahexyldecyl Ascorbate
4441,25-34,Normal,Sun damage,Tan,Tetrahexyldecyl Ascorbate
4461,55-120,Dry,Dark circles,Fair,Tetrahexyldecyl Ascorbate
4467,13-17,Combination,Dullness,Tan,Tetrahexyldecyl Ascorbate
4469,18-24,Normal,Acne,Tan,Tetrahexyldecyl Ascorbate
4479,25-34,Dry,Dullness,Olive,Tetrahexyldecyl Ascorbate
4483,18-24,Oily,Acne,Olive,Tetrahexyldecyl Ascorbate
4495,18-24,Combination,Sensitivity,Fair,Tetrahexyldecyl Ascorbate
4499,13-17,Normal,Acne,Tan,Tetrahexyldecyl Ascorbate
4519,18-24,Combination,Dark circles,Tan,Tetrahexyldecyl Ascorbate
4523,18-24,Dry,Aging,Porcelain,Tetrahexyldecyl Ascorbate
4527,45-54,Dry,Aging,Medium,Tetrahexyldecyl Ascorbate
4535,25-34,Dry,Blackheads,Olive,Tetrahexyldecyl Ascorbate
4557,18-24,Combination,Pores,Medium,Tetrahexyldecyl Ascorbate
4565,13-17,Dry,Aging,Medium,Tetrahexyldecyl Ascorbate
4567,25-34,Normal,Blackheads,Olive,Tetrahexyldecyl Ascorbate
4575,25-34,Dry,Dullness,Deep,Tetrahexyldecyl Ascorbate
4611,35-44,Normal,Sun damage,Olive,Tetrahexyldecyl Ascorbate
4613,35-44,Combination,Aging,Deep,Tetrahexyldecyl Ascorbate
4637,13-17,Oily,Sun damage,Tan,Tetrahexyldecyl Ascorbate
4645,18-24,Normal,Pores,Light,Tetrahexyldecyl Ascorbate
4659,25-34,Combination,Dullness,Olive,Tetrahexyldecyl Ascorbate
4661,25-34,Normal,Sun damage,Medium,Tetrahexyldecyl Ascorbate
4667,18-24,Normal,Acne,Medium,Tetrahexyldecyl Ascorbate
4689,13-17,Dry,Acne,Deep,Tetrahexyldecyl Ascorbate
4693,18-24,Dry,Dark circles,Light,Tetrahexyldecyl Ascorbate
4711,25-34,Combination,Acne,Ebony,Tetrahexyldecyl Ascorbate
4717,25-34,Dry,Cellulite,Fair,Tetrahexyldecyl Ascorbate
4723,25-34,Normal,Blackheads,Medium,Tetrahexyldecyl Ascorbate
4751,18-24,Normal,Acne,Dark,Tetrahexyldecyl Ascorbate
4763,35-44,Normal,Acne,Porcelain,Tetrahexyldecyl Ascorbate
4785,25-34,Combination,Blackheads,Fair,Tetrahexyldecyl Ascorbate
4793,55-120,Combination,Acne,Fair,Tetrahexyldecyl Ascorbate
4795,18-24,Combination,Dark circles,Fair,Tetrahexyldecyl Ascorbate
4799,18-24,Normal,Aging,Tan,Tetrahexyldecyl Ascorbate
4811,55-120,Combination,Blackheads,Medium,Tetrahexyldecyl Ascorbate
4813,18-24,Normal,Dark circles,Light,Tetrahexyldecyl Ascorbate
4817,13-17,Combination,Acne,Olive,Tetrahexyldecyl Ascorbate
4829,13-17,Dry,Sensitivity,Light,Tetrahexyldecyl Ascorbate
4839,25-34,Dry,Cellulite,Porcelain,Tetrahexyldecyl Ascorbate
4849,25-34,Oily,Aging,Fair,Tetrahexyldecyl Ascorbate
4867,25-34,Combination,Cuticles,Fair,Tetrahexyldecyl Ascorbate
4871,18-24,Normal,Acne,Light,Tetrahexyldecyl Ascorbate
4893,25-34,Combination,Sensitivity,Dark,Tetrahexyldecyl Ascorbate
4899,25-34,Normal,Acne,Ebony,Tetrahexyldecyl Ascorbate
4907,25-34,Combination,Sun damage,Olive,Tetrahexyldecyl Ascorbate
4929,25-34,Normal,Dullness,Light,Tetrahexyldecyl Ascorbate
4939,25-34,Dry,Blackheads,Tan,Tetrahexyldecyl Ascorbate
4947,13-17,Oily,Acne,Olive,Tetrahexyldecyl Ascorbate
4975,25-34,Dry,Aging,Olive,Tetrahexyldecyl Ascorbate
4989,25-34,Normal,Aging,Tan,Tetrahexyldecyl Ascorbate
5011,35-44,Dry,Aging,Deep,Tetrahexyldecyl Ascorbate
5037,35-44,Oily,Acne,Deep,Tetrahexyldecyl Ascorbate
5043,18-24,Dry,Blackheads,Tan,Tetrahexyldecyl Ascorbate
5049,35-44,Dry,Sensitivity,Porcelain,Tetrahexyldecyl Ascorbate
5057,35-44,Normal,Acne,Medium,Tetrahexyldecyl Ascorbate
5067,35-44,Dry,Redness,Light,Tetrahexyldecyl Ascorbate
5069,13-17,Oily,Acne,Fair,Tetrahexyldecyl Ascorbate
5073,13-17,Dry,Dullness,Olive,Tetrahexyldecyl Ascorbate
5083,45-54,Combination,Sun damage,Tan,Tetrahexyldecyl Ascorbate
5085,25-34,Normal,Acne,Porcelain,Tetrahexyldecyl Ascorbate
5111,35-44,Dry,Dark circles,Tan,Tetrahexyldecyl Ascorbate
